complaint_id,source_channel,timestamp,raw_text,language_ground_truth,department_ground_truth,category_ground_truth,locality_ground_truth,ward_ground_truth,urgency_ground_truth,incident_id,status,resolved_at
CMP-0479,Elected Representative,2026-07-19T00:00:00,अरेरा कॉलोनी side vacant land par building malwa dump kiya ja raha hai.,Hinglish,Sanitation,Open dumping,Arera Colony,48,Medium,INC-0324,Resolved,2026-07-21T05:00:00
CMP-0294,Mobile App,2026-07-19T02:00:00,Sewage chamber overflowing on Sonagiri sector A residential street. Filthy black water spreading.,English,Drainage,Overflowing sewage,Sonagiri,61,High,INC-0139,Resolved,2026-07-19T18:00:00
CMP-0366,Municipal Helpline,2026-07-19T02:00:00,"पानी की भारी किल्लत आनंद नगर में। बोरिंग और नल दोनों बंद हैं, बच्चे परेशान हो रहे हैं।",Hindi,Water Supply,Water outage,Anand Nagar,63,High,INC-0211,Resolved,2026-07-23T16:00:00
CMP-0568,Municipal Helpline,2026-07-19T04:00:00,"Bhadbhada road me streetlights band hain ek hafte se, raat ko poora dark ho jata hai, safety risk hai.",Hinglish,Street Lighting,Streetlight not working,Bhadbhada,27,Low,INC-0413,Pending,
CMP-0635,Mobile App,2026-07-19T04:00:00,Garbage dumped on Panchsheel Nagar roadside for 4 days. Stray cattle and dogs scattering waste.,English,Sanitation,Garbage accumulation,Panchsheel Nagar,30,Medium,INC-0480,Pending,
CMP-0335,Mobile App,2026-07-19T05:00:00,Storm drain choked with plastic and silt in नेहरू नगर. Dirty water overflowing onto road.,English,Drainage,Drain blockage,Nehru Nagar,26,High,INC-0180,In Progress,
CMP-0264,Mobile App,2026-07-19T15:00:00,No municipal tap water in जहांगीराबाद since 4 days. Kindly restore the supply immediately.,English,Water Supply,Water outage,Jahangirabad,41,High,INC-0109,Pending,
CMP-0453,Social Media,2026-07-19T21:00:00,"Shahpura क्षेत्र में सड़क धंस गई है, भारी वाहनों के चलने से खतरा बढ़ गया है।",Hindi,Roads,Road damage,Shahpura,50,Medium,INC-0298,Pending,
CMP-0627,Mobile App,2026-07-19T21:00:00,Shyamla Hills me 3 din se paani nahi aa raha hai. Bahut dikkat ho rahi hai.,Hinglish,Water Supply,Water outage,Shyamla Hills,24,High,INC-0472,Resolved,2026-07-21T03:00:00
CMP-0706,CM Helpline,2026-07-19T21:00:00,TT Nagar की पूरी सड़क पर पिछले एक हफ्ते से स्ट्रीट लाइट बंद है। रात में अंधेरा रहता है।,Hindi,Street Lighting,Streetlight not working,TT Nagar,33,Low,INC-0551,Resolved,2026-07-21T01:00:00
CMP-0655,Social Media,2026-07-19T23:00:00,Drainage backflow in Karond mandi. Unsanitary sewage entering house front yards.,English,Drainage,Overflowing sewage,Karond,15,High,INC-0500,Pending,
CMP-0348,Mobile App,2026-07-20T01:00:00,"Anand Nagar toilet complex me choke ho gaya hai, bahut badboo aa rahi hai.",Hinglish,Public Health,Public toilet sanitation,Anand Nagar,63,Medium,INC-0193,Resolved,2026-07-21T21:00:00
CMP-0508,CM Helpline,2026-07-20T01:00:00,Multiple dog bite incidents in Jahangirabad this week. Urgent municipal dog catching required.,English,Public Health,Stray dog menace,Jahangirabad,41,Medium,INC-0353,Pending,
CMP-0275,CM Helpline,2026-07-20T02:00:00,Very low water pressure in E-3 Arera for the past 5 days. Upper floors cannot fill tanks.,English,Water Supply,Low water pressure,Arera Colony,48,Medium,INC-0120,Pending,
CMP-0552,CM Helpline,2026-07-20T02:00:00,"Nehru Nagar side ganda paani bhara hua hai ground me, drainage se pump out karo.",Hinglish,Public Health,Stagnant water near habitation,Nehru Nagar,26,Medium,INC-0397,Resolved,2026-07-24T19:00:00
CMP-0255,Municipal Helpline,2026-07-20T04:00:00,"Shyamla Hills में बिजली के तार काफी नीचे लटक रहे हैं, वाहनों से टकराने का अंदेशा है।",Hindi,Electricity,Loose overhead wires,Shyamla Hills,24,Critical,INC-0100,In Progress,
CMP-0474,Elected Representative,2026-07-20T05:00:00,"Kotra Sultanabad area me contaminated water supply ho rahi hai, bimar hone ka darr hai.",Hinglish,Water Supply,Contaminated water,Kotra Sultanabad,28,Critical,INC-0319,In Progress,
CMP-0700,Elected Representative,2026-07-20T14:00:00,"Chuna bhatti square me sewer line choked hai, black water sadak par fail gaya hai.",Hinglish,Drainage,Overflowing sewage,Chuna Bhatti,82,High,INC-0545,Pending,
CMP-0318,Municipal Helpline,2026-07-20T16:00:00,Dengue and malaria cases rising in कोहेफिजा due to rampant mosquito breeding.,English,Public Health,Mosquito breeding / fogging request,Koh-e-Fiza,8,Medium,INC-0163,Pending,
CMP-0587,Elected Representative,2026-07-21T01:00:00,Open trash piled up near Karond Chouraha community park. Health hazard for children and elders.,English,Sanitation,Garbage accumulation,Karond,15,Medium,INC-0432,Pending,
CMP-0748,Elected Representative,2026-07-21T15:00:00,New Market में सार्वजनिक शौचालय में गंदगी का अंबार है और पानी की कोई व्यवस्था नहीं है।,Hindi,Public Health,Public toilet sanitation,New Market,32,Medium,INC-0593,In Progress,
CMP-0491,Elected Representative,2026-07-21T17:00:00,Blinking sodium streetlight in Bairagarh causing disturbance and eye strain.,English,Street Lighting,Flickering streetlight,Bairagarh,3,Low,INC-0336,Resolved,2026-07-25T22:00:00
CMP-0440,Mobile App,2026-07-21T23:00:00,Open trash piled up near Hoshangabad Road community park. Health hazard for children and elders.,English,Sanitation,Garbage accumulation,Hoshangabad Road,52,Medium,INC-0285,Pending,
CMP-0286,Social Media,2026-07-22T00:00:00,Complete blackout in Karond bypass sector. No electricity since evening.,English,Electricity,Power outage,Karond,15,High,INC-0131,Pending,
CMP-0339,CM Helpline,2026-07-22T00:00:00,"Awadhpuri main road pe bahut bade potholes ho gaye hain, do-wheelers roz phisal rahe hain.",Hinglish,Roads,Pothole,Awadhpuri,64,Medium,INC-0184,Resolved,2026-07-26T06:00:00
CMP-0471,Mobile App,2026-07-22T02:00:00,Panchsheel Nagar में सार्वजनिक शौचालय में गंदगी का अंबार है और पानी की कोई व्यवस्था नहीं है।,Hindi,Public Health,Public toilet sanitation,Panchsheel Nagar,30,Medium,INC-0316,In Progress,
CMP-0342,CM Helpline,2026-07-22T06:00:00,Bhai Kolar road chunabhatti side tap water completely band hai ek hafte se. Please urgent help karo.,Hinglish,Water Supply,Water outage,Chuna Bhatti,82,High,INC-0187,Resolved,2026-07-24T18:00:00
CMP-0582,Mobile App,2026-07-22T16:00:00,Drainage backflow in Airport road Gandhi nagar. Unsanitary sewage entering house front yards.,English,Drainage,Overflowing sewage,Gandhi Nagar,1,High,INC-0427,In Progress,
CMP-0610,Elected Representative,2026-07-22T16:00:00,"भदभदा में खंभे का बल्ब लगातार ब्लिंक कर रहा है, कृपया बल्ब बदलें।",Hindi,Street Lighting,Flickering streetlight,Bhadbhada,27,Low,INC-0455,Pending,
CMP-0722,Elected Representative,2026-07-22T22:00:00,सुभाष नगर में सीवरेज लाइन जाम होने से गंदा पानी घरों के आगे भर गया है।,Hindi,Drainage,Overflowing sewage,Subhash Nagar,39,High,INC-0567,Resolved,2026-07-25T02:00:00
CMP-0208,Elected Representative,2026-07-23T04:00:00,"Saket Nagar चौराहे पर 4 दिन से कचरे का ढेर लगा है, आवारा मवेशी गंदगी फैला रहे हैं।",Hindi,Sanitation,Garbage accumulation,Saket Nagar,53,Medium,INC-0053,Pending,
CMP-0274,CM Helpline,2026-07-23T04:00:00,Bairagarh में नलों से बदबूदार और गंदा पीला पानी आ रहा है। यह पीने लायक बिल्कुल नहीं है।,Hindi,Water Supply,Contaminated water,Bairagarh,3,Critical,INC-0119,In Progress,
CMP-0405,Municipal Helpline,2026-07-23T04:00:00,Carcass of dead cattle on the road in TT Nagar. Please dispatch sanitation squad immediately.,English,Sanitation,Dead animal removal,TT Nagar,33,High,INC-0250,Resolved,2026-07-28T00:00:00
CMP-0267,CM Helpline,2026-07-23T15:00:00,Ayodhya Bypass क्षेत्र में मुख्य नाला जाम होने से रिहायशी घरों के सामने जलभराव हो गया है।,Hindi,Drainage,Drain blockage,Ayodhya Bypass,65,High,INC-0112,Pending,
CMP-0565,Mobile App,2026-07-23T15:00:00,Kamla Nagar में सीवरेज लाइन जाम होने से गंदा पानी घरों के आगे भर गया है।,Hindi,Drainage,Overflowing sewage,Kamla Nagar,29,High,INC-0410,Pending,
CMP-0550,CM Helpline,2026-07-24T00:00:00,"Overhead electricity cables sagging very low in Anand Nagar, almost touching passing trucks.",English,Electricity,Loose overhead wires,Anand Nagar,63,Critical,INC-0395,Resolved,2026-07-25T11:00:00
CMP-0643,Municipal Helpline,2026-07-24T00:00:00,"रातीबड़ क्षेत्र में पीने के पानी में सीवेज का पानी मिल रहा है, लोग बीमार पड़ रहे हैं।",Hindi,Water Supply,Contaminated water,Ratibad,84,Critical,INC-0488,In Progress,
CMP-0702,Social Media,2026-07-24T00:00:00,"Bhadbhada में बिजली के तार काफी नीचे लटक रहे हैं, वाहनों से टकराने का अंदेशा है।",Hindi,Electricity,Loose overhead wires,Bhadbhada,27,Critical,INC-0547,In Progress,
CMP-0694,Municipal Helpline,2026-07-24T01:00:00,"Shahpura Lake area me road completely break ho chuki hai, sirf dust aur stones bache hain.",Hinglish,Roads,Road damage,Shahpura,50,Medium,INC-0539,In Progress,
CMP-0068,Municipal Helpline,2026-07-24T08:53:00,"Shyamla Hills रोड पर गड्ढों के कारण भयंकर ट्रैफिक जाम लग रहा है, तुरंत मरम्मत कराएं।",Hindi,Roads,Pothole,Shyamla Hills,24,Medium,INC-0010,Resolved,2026-07-29T00:53:00
CMP-0223,Mobile App,2026-07-24T14:00:00,"Ayodhya Bypass me sewer line choked hai, black water sadak par fail gaya hai.",Hinglish,Drainage,Overflowing sewage,Ayodhya Bypass,65,High,INC-0068,Resolved,2026-07-27T06:00:00
CMP-0745,Social Media,2026-07-24T14:00:00,"जहांगीराबाद चौराहे पर 2 दिन से कचरे का ढेर लगा है, आवारा मवेशी गंदगी फैला रहे हैं।",Hindi,Sanitation,Garbage accumulation,Jahangirabad,41,Medium,INC-0590,Resolved,2026-07-26T03:00:00
CMP-0632,Municipal Helpline,2026-07-24T15:00:00,"सोनागिरी me streetlight pole par open naked wires latak rahe hain, electrocution ka khatra hai.",Hinglish,Street Lighting,Exposed wiring on pole,Sonagiri,61,Critical,INC-0477,Resolved,2026-07-29T01:00:00
CMP-0132,Municipal Helpline,2026-07-24T20:00:00,करोंद क्षेत्र में मुख्य नाला जाम होने से रिहायशी घरों के सामने जलभराव हो गया है।,Hindi,Drainage,Drain blockage,Karond,15,High,INC-0028,Resolved,2026-07-25T15:00:00
CMP-0070,Mobile App,2026-07-24T21:34:00,"Bhai Shyamla Hills road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,Shyamla Hills,24,Medium,INC-0010,Resolved,2026-07-27T14:34:00
CMP-0684,Municipal Helpline,2026-07-24T22:00:00,Sonagiri में बड़ा पेड़ सड़क पर गिर गया है जिससे पूरा रास्ता बंद हो गया है।,Hindi,Roads,Road obstruction,Sonagiri,61,High,INC-0529,Resolved,2026-07-28T02:00:00
CMP-0071,CM Helpline,2026-07-24T22:31:00,Deep craters developed on Shyamla Hills road after rain. Major hazard for night commuters.,English,Roads,Pothole,Shyamla Hills,24,Medium,INC-0010,Resolved,2026-07-27T04:31:00
CMP-0729,Mobile App,2026-07-24T23:00:00,Open trash piled up near पंचशील नगर community park. Health hazard for children and elders.,English,Sanitation,Garbage accumulation,Panchsheel Nagar,30,Medium,INC-0574,Resolved,2026-07-29T23:00:00
CMP-0072,CM Helpline,2026-07-25T00:58:00,"Bhai Shyamla Hills road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,Shyamla Hills,24,Medium,INC-0010,Resolved,2026-07-28T06:58:00
CMP-0749,Social Media,2026-07-25T02:00:00,"Ratibad area me contaminated water supply ho rahi hai, bimar hone ka darr hai.",Hinglish,Water Supply,Contaminated water,Ratibad,84,Critical,INC-0594,In Progress,
CMP-0069,Municipal Helpline,2026-07-25T07:24:00,"श्यामला हिल्स square ke paas deep pothole hai, night me visible nahi hota, accident prone hai.",Hinglish,Roads,Pothole,Shyamla Hills,24,Medium,INC-0010,Resolved,2026-07-30T04:24:00
CMP-0133,Municipal Helpline,2026-07-25T12:00:00,Nullah blocked near Karond square causing artificial waterlogging during light rains.,English,Drainage,Drain blockage,Karond,15,High,INC-0028,Resolved,2026-07-28T12:00:00
CMP-0302,Municipal Helpline,2026-07-25T19:00:00,Karond की पूरी सड़क पर पिछले एक हफ्ते से स्ट्रीट लाइट बंद है। रात में अंधेरा रहता है।,Hindi,Street Lighting,Streetlight not working,Karond,15,Low,INC-0147,Resolved,2026-07-27T10:00:00
CMP-0445,CM Helpline,2026-07-25T19:00:00,"Saket Nagar residential lane me sewage overflow ho raha hai, filthy smell aur health hazard hai.",Hinglish,Drainage,Overflowing sewage,Saket Nagar,53,High,INC-0290,Resolved,2026-07-28T05:00:00
CMP-0672,Social Media,2026-07-25T20:00:00,Massive pothole near Shyamla intersection causing traffic congestion and accidents.,English,Roads,Pothole,Shyamla Hills,24,Medium,INC-0517,In Progress,
CMP-0539,Municipal Helpline,2026-07-25T23:00:00,Chuna Bhatti मुख्य मार्ग पर जानलेवा गड्ढे हो गए हैं। कई बाइक सवार गिरकर चोटिल हो चुके हैं।,Hindi,Roads,Pothole,Chuna Bhatti,82,Medium,INC-0384,Pending,
CMP-0325,Municipal Helpline,2026-07-26T02:00:00,"Bhai Neelbad chouraha road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,Neelbad,83,Medium,INC-0170,Resolved,2026-07-26T15:00:00
CMP-0261,Municipal Helpline,2026-07-26T05:00:00,"TT Nagar में स्ट्रीट लाइट पोल का जंक्शन बॉक्स खुला पड़ा है, बच्चे छू सकते हैं।",Hindi,Street Lighting,Exposed wiring on pole,TT Nagar,33,Critical,INC-0106,Resolved,2026-07-30T01:00:00
